objective;p01rcy;p02rcy;p03rcy;p04rcy;totalspend;p05spend;p05trans;p06rcy;p07rcy;p08rcy;p09rcy;p09tenure;p11rcy;p12rcy;p13rcy;p14rcy;p14tenure;p15rcy;p16spend;p16rcy;p16tenure;p16trans;p17rcy;totaltrans;acffempar;acfhuswife;acflonepar;acftotmar;acfwchcom;afem40to44;afp1child;afp2child;ahh2fam;ahh6ppers;amtenglish;amtfrench;amtmultlin;amtnengnon;amtsingres;amtspanish;amttagalog;anfamrel;bcwmpaid;bdw46to60;bdw86to91;bdwmaint;bdwmajor;bdwminor;bdwperroom;betbritish;betenglish;betfrench;betmulti;betsingle;bfi20to35;bfi50plus;bfiinca;bfiincm;bfiu20;bfps;bfpshealth;bfpshuman;bfsllabf;bfslonepar;bfslplabf;bfsmlabf;bhi20to35;bhi50plus;bhiinca;bhiincm;bhiincs;bhiu20;bhlenglish;bhlfrench;bhlnonoff;bimprovres;bimuk;bincgovp;bineflow;bineflowp;binf30plus;binf7to15;binfinca;binfincm;binfincs;binhhlow;binhhlowp;binm15to30;binm30plus;binm7to15;binmfemina;binminca;binmincm;binmincs;bknenglish;bknfren;blfmaempl;blfmaunemr;blfmtempl;blfmtunemp;blfmtunemr;blftaempl;blfttempl;blfttunemr;bmoy1intep;bmoy5intep;bmoy5intrn;bmoy5mov;bmoy5non;bmps;bmpscomm;bmpseng;bmpshealth;bmpssocial;bndtallind;bndtbusser;bndtgovser;bocffabric;bocfmanage;bocfteach;bocmmanage;bocmscieng;bpwmcsd;bpwmpop;bpwmusual;brlanglic;brlcathol;brlprotest;brlrcathol;brlunited;bsl9to13nc;bslg9;bslnunivc;bslunivdeg;bslunivnc;bslunivnd;gender1;first_month;lowincome;highincome;gender2;productcount;productcount6;tenure;tf100;tf101;tf102;tf103;tf107;tf108;tf122;tf124;tf128;tf129;tf27;tf28;tf29;tf31;tf32;tf33;tf34;tf35;tf36;tf37;tf38;tf39;tf42;tf46;tf47;tf49;tf50;tf51;tf52;tf55;tf56;tf57;tf58;tf62;tf65;tf68;tf70;tf71;tf72;tf73;tf74;tf75;tf76;tf77;tf80;tf88;tf89;tf90;tf91;tf92;tf93;tf94;tf95;tf96;tf99;gender3
positive;0,96;0,99;1,00;0,00;5213,00;0,00;0,00;0,00;0,97;0,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,97;113,00;0,02;0,98;0,02;0,94;0,02;0,06;0,00;0,00;0,00;0,02;0,55;0,34;0,04;0,01;0,96;0,01;0,00;0,02;0,32;0,00;0,71;0,91;0,00;0,09;0,50;0,18;0,12;0,26;0,30;0,70;0,04;0,82;75146,00;78338,00;0,04;0,19;0,05;0,02;0,04;0,04;0,04;0,95;0,04;0,87;76586,00;78754,00;3244,00;0,04;0,59;0,28;0,07;0,52;0,02;2,80;0,05;3,80;0,11;0,05;22975,00;21977,00;1784,00;0,07;2,30;0,02;0,27;0,03;46863,00;42300,00;44998,00;2435,00;0,48;0,04;0,28;3,70;0,31;0,02;4,80;0,52;0,60;4,30;0,03;0,20;0,31;0,64;0,22;0,22;0,04;0,00;0,00;0,05;0,62;0,04;0,24;0,00;0,03;0,03;0,11;0,04;0,05;0,32;0,29;0,06;0,67;0,21;0,62;0,08;0,11;0,02;0,15;0,18;0,05;0,11;0,00;50,00;0,00;0,00;1,00;9,00;7,00;214,00;0,06;0,03;0,88;0,03;0,15;4,63;0,12;0,44;0,00;0,00;0,97;0,24;0,09;0,13;0,13;0,16;0,04;0,00;0,00;36,00;46,00;25,00;0,41;0,19;0,09;0,30;0,10;0,03;0,07;0,06;0,47;0,22;0,25;0,29;0,00;1998,00;0,09;0,06;0,03;0,07;0,03;0,04;0,06;0,02;0,00;0,71;0,30;0,41;0,40;0,22;0,18;807,00;520,00;286,00;0,25;0,00
negative;0,00;0,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;9,00;0,11;0,95;0,11;0,74;0,05;0,01;0,05;0,00;0,01;0,00;0,85;0,02;0,01;0,01;0,99;0,00;0,00;0,02;0,20;0,13;0,00;0,79;0,05;0,15;0,30;0,44;0,29;0,02;0,28;0,68;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,02;0,17;0,17;0,11;0,44;0,24;0,14;28846,00;22295,00;2058,00;0,45;0,91;0,00;0,04;0,47;0,12;28,30;0,00;0,00;0,14;0,27;19941,00;14666,00;1461,00;0,00;0,00;0,19;0,08;0,04;0,00;27069,00;24950,00;1575,00;0,92;0,00;0,12;17,60;0,14;0,05;27,30;0,24;0,28;13,50;0,00;0,03;0,14;0,37;0,54;0,09;0,02;0,02;0,00;0,00;0,34;0,04;0,03;0,00;0,00;0,02;0,02;0,00;0,08;0,14;0,13;0,22;0,23;0,63;0,23;0,25;0,36;0,17;0,14;0,09;0,00;0,00;1,00;27,00;0,00;0,00;0,00;1,00;1,00;117,00;0,00;0,00;0,71;0,06;0,11;3,47;0,06;0,26;0,00;0,00;0,97;0,40;0,20;0,11;0,03;0,00;0,00;0,00;0,00;22,00;24,00;21,00;0,34;0,23;0,09;0,06;0,17;0,09;0,09;0,11;0,34;0,11;0,23;0,14;0,06;0,00;0,06;0,00;0,03;0,74;0,00;0,57;0,03;0,00;0,00;0,80;0,44;0,36;0,17;0,09;0,09;141,00;77,00;64,00;0,09;0,00
negative;0,00;0,00;0,00;0,91;184,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,93;39,00;0,08;0,92;0,10;0,75;0,06;0,04;0,06;0,00;0,01;0,00;0,05;0,87;0,03;0,00;0,97;0,00;0,00;0,03;0,27;0,26;0,00;0,68;0,07;0,24;0,40;0,02;0,01;0,75;0,13;0,87;0,27;0,37;43611,00;37016,00;0,16;0,13;0,01;0,00;0,04;0,06;0,00;0,71;0,32;0,25;38304,00;32528,00;2869,00;0,24;0,15;0,78;0,04;0,74;0,01;15,50;0,24;22,70;0,06;0,12;15446,00;12895,00;1314,00;0,86;25,70;0,16;0,16;0,04;30638,00;26835,00;26177,00;1849,00;0,05;0,30;0,21;12,20;0,26;0,04;12,20;0,37;0,46;9,50;0,02;0,04;0,07;0,27;0,68;0,13;0,01;0,00;0,00;0,04;0,50;0,02;0,10;0,01;0,01;0,02;0,05;0,02;0,12;0,26;0,24;0,00;0,89;0,06;0,89;0,00;0,23;0,17;0,07;0,09;0,02;0,08;0,00;25,00;0,00;0,00;0,00;4,00;2,00;106,00;0,03;0,01;0,78;0,04;0,09;3,60;0,09;0,29;0,00;0,00;0,97;0,37;0,19;0,12;0,06;0,04;0,00;0,00;0,00;25,00;30,00;19,00;0,34;0,28;0,12;0,10;0,16;0,09;0,07;0,09;0,41;0,21;0,21;0,18;0,01;0,00;0,04;0,03;0,01;0,15;0,06;0,09;0,03;0,00;0,00;1,35;1,28;0,11;0,25;0,13;0,12;572,00;408,00;164,00;0,15;1,00
negative;0,00;0,00;0,00;0,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;7,00;0,17;0,81;0,19;0,67;0,06;0,03;0,13;0,04;0,00;0,01;0,05;0,83;0,04;0,01;0,96;0,01;0,00;0,05;0,26;0,52;0,00;0,75;0,04;0,21;0,40;0,03;0,00;0,72;0,13;0,87;0,29;0,27;34023,00;31151,00;0,29;0,13;0,01;0,02;0,13;0,15;0,04;0,67;0,21;0,26;32208,00;23310,00;3121,00;0,44;0,08;0,84;0,07;0,75;0,01;19,00;0,37;36,40;0,05;0,11;17699,00;13377,00;1512,00;1,41;41,30;0,10;0,13;0,08;31914,00;20205,00;18005,00;1598,00;0,07;0,32;0,24;7,00;0,26;0,01;4,30;0,35;0,43;8,90;0,04;0,04;0,13;0,31;0,63;0,16;0,01;0,00;0,00;0,01;0,47;0,02;0,11;0,00;0,01;0,00;0,01;0,00;0,13;0,26;0,24;0,00;0,97;0,00;0,97;0,00;0,18;0,27;0,14;0,01;0,00;0,03;0,00;32,00;0,00;0,00;0,00;3,00;1,00;140,00;0,03;0,00;0,74;0,05;0,09;3,30;0,06;0,23;0,00;0,00;0,98;0,38;0,23;0,09;0,05;0,02;0,00;0,00;0,00;21,00;23,00;18,00;0,29;0,24;0,14;0,05;0,20;0,11;0,09;0,08;0,36;0,18;0,18;0,15;0,00;0,00;0,03;0,02;0,00;0,06;0,03;0,00;0,02;0,00;0,00;0,62;0,45;0,17;0,18;0,11;0,08;300,00;187,00;113,00;0,11;1,00
negative;0,00;0,00;1,00;0,00;2764,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,00;28,00;0,13;1,00;0,25;0,50;0,00;0,03;0,13;0,00;0,00;0,00;0,59;0,03;0,07;0,06;0,93;0,01;0,03;0,03;0,41;0,00;0,00;0,74;0,09;0,19;0,50;0,13;0,09;0,00;0,31;0,69;0,00;0,00;0,00;0,00;0,00;0,19;0,00;0,03;0,00;0,20;0,20;0,80;0,42;0,05;24574,00;25039,00;2013,00;0,33;0,63;0,03;0,34;0,25;0,03;6,70;0,00;0,00;0,00;0,12;15708,00;16903,00;1292,00;0,00;0,00;0,15;0,13;0,10;0,00;20008,00;16499,00;2419,00;0,84;0,03;0,25;21,70;0,37;0,12;24,20;0,47;0,72;20,00;0,06;0,19;0,35;0,83;0,16;0,24;0,04;0,04;0,03;0,06;0,84;0,04;0,00;0,00;0,03;0,03;0,00;0,09;0,28;0,37;0,34;0,03;0,19;0,27;0,19;0,04;0,19;0,00;0,12;0,21;0,16;0,25;1,00;46,00;0,00;0,00;0,00;8,00;3,00;199,00;0,04;0,00;0,81;0,00;0,11;3,86;0,19;0,22;0,00;0,00;0,96;0,41;0,19;0,11;0,07;0,00;0,00;0,00;0,00;24,00;25,00;22,00;0,37;0,33;0,15;0,07;0,19;0,11;0,07;0,04;0,33;0,15;0,19;0,15;0,00;0,00;0,07;0,00;0,04;0,96;0,00;0,89;0,04;0,00;0,00;0,64;0,54;0,10;0,19;0,07;0,11;187,00;110,00;77,00;0,07;0,00
positive;0,00;0,00;1,00;0,00;957,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;0,98;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;51,00;0,03;0,96;0,04;0,92;0,01;0,03;0,03;0,00;0,00;0,03;0,89;0,03;0,01;0,01;0,99;0,00;0,01;0,01;0,29;0,03;0,74;0,95;0,00;0,04;0,40;0,20;0,15;0,02;0,59;0,41;0,08;0,74;65506,00;66167,00;0,05;0,15;0,03;0,01;0,00;0,03;0,03;0,93;0,10;0,69;64154,00;60161,00;2897,00;0,04;1,00;0,00;0,00;0,57;0,02;3,50;0,07;6,60;0,08;0,05;19182,00;17942,00;1542,00;0,32;9,00;0,04;0,24;0,02;49961,00;43886,00;40001,00;2783,00;0,93;0,00;0,28;2,70;0,30;0,01;2,50;0,49;0,53;2,80;0,06;0,13;0,47;0,68;0,16;0,20;0,07;0,01;0,00;0,03;0,54;0,01;0,10;0,00;0,02;0,02;0,07;0,01;0,03;0,30;0,27;0,06;0,35;0,50;0,34;0,25;0,11;0,02;0,20;0,12;0,05;0,07;1,00;27,00;0,00;0,00;0,00;9,00;4,00;115,00;0,08;0,01;0,93;0,03;0,21;5,30;0,14;0,42;0,01;68,00;0,99;0,23;0,12;0,14;0,14;0,15;0,03;0,00;0,00;35,00;45,00;24,00;0,41;0,19;0,11;0,30;0,10;0,03;0,07;0,07;0,46;0,23;0,23;0,30;0,00;1366,00;0,13;0,09;0,05;0,09;0,05;0,04;0,09;0,03;0,00;0,73;0,50;0,22;0,45;0,26;0,18;1175,00;784,00;392,00;0,27;0,00
positive;0,00;0,00;1,00;0,00;187,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,04;0,93;0,07;0,93;0,00;0,03;0,04;0,00;0,00;0,03;0,89;0,02;0,01;0,01;0,99;0,00;0,00;0,01;0,38;0,00;1,00;1,00;0,00;0,00;0,40;0,25;0,14;0,00;0,45;0,57;0,06;0,65;69450,00;76028,00;0,19;0,24;0,02;0,02;0,00;0,00;0,00;1,00;0,06;0,68;70746,00;76499,00;6821,00;0,16;1,02;0,00;0,00;0,75;0,08;1,80;0,27;24,60;0,10;0,00;20088,00;20281,00;2602,00;0,67;21,10;0,00;0,24;0,07;52383,00;44118,00;34890,00;6104,00;0,97;0,00;0,28;0,00;0,34;0,04;11,40;0,49;0,64;9,20;0,00;0,07;0,42;0,90;0,00;0,24;0,04;0,03;0,00;0,02;0,71;0,09;0,03;0,00;0,04;0,05;0,09;0,07;0,05;0,34;0,35;0,14;0,31;0,60;0,31;0,39;0,13;0,00;0,25;0,17;0,03;0,05;0,00;29,00;0,00;0,00;1,00;4,00;2,00;124,00;0,11;0,07;0,88;0,00;0,25;5,46;0,15;0,43;0,00;0,00;0,96;0,23;0,12;0,08;0,07;0,13;0,11;0,02;0,00;44,00;60,00;27,00;0,40;0,22;0,07;0,36;0,11;0,01;0,06;0,10;0,55;0,30;0,29;0,35;0,00;425,00;0,13;0,07;0,02;0,11;0,08;0,04;0,06;0,01;0,00;1,87;1,62;0,27;0,43;0,29;0,18;502,00;374,00;128,00;0,23;0,00
negative;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;11,00;0,15;0,85;0,15;0,60;0,05;0,04;0,10;0,05;0,00;0,00;0,04;0,81;0,04;0,00;0,95;0,00;0,01;0,04;0,27;0,46;0,00;0,51;0,07;0,37;0,40;0,04;0,04;0,75;0,05;0,95;0,14;0,41;48110,00;43399,00;0,23;0,35;0,05;0,09;0,18;0,23;0,09;0,64;0,15;0,34;42138,00;36877,00;4426,00;0,32;0,06;0,86;0,06;0,77;0,00;12,70;0,13;11,20;0,11;0,12;23682,00;18530,00;2729,00;0,52;15,60;0,09;0,16;0,05;0,00;27448,00;26762,00;3385,00;0,02;0,30;0,26;13,00;0,27;0,05;15,40;0,49;0,52;16,00;0,00;0,05;0,14;0,58;0,35;0,31;0,07;0,05;0,00;0,06;0,56;0,07;0,04;0,00;0,05;0,02;0,06;0,02;0,17;0,27;0,26;0,00;0,71;0,02;0,71;0,00;0,04;0,10;0,10;0,45;0,00;0,10;1,00;3,00;0,00;0,00;0,00;1,00;1,00;11,00;0,05;0,00;0,76;0,00;0,10;3,35;0,24;0,38;0,00;0,00;1,00;0,38;0,19;0,10;0,10;0,05;0,00;0,00;0,00;30,00;36,00;24,00;0,38;0,24;0,10;0,19;0,14;0,05;0,10;0,05;0,48;0,19;0,29;0,24;0,05;0,00;0,10;0,00;0,05;1,00;0,00;0,81;0,05;0,00;0,00;1,77;1,65;0,27;0,33;0,19;0,14;238,00;133,00;105,00;0,19;0,00
negative;0,00;0,00;1,00;0,00;1785,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,99;91,00;0,11;0,88;0,12;0,84;0,01;0,04;0,05;0,04;0,00;0,04;0,83;0,02;0,03;0,01;0,97;0,00;0,00;0,03;0,27;0,00;0,05;0,73;0,02;0,26;0,40;0,19;0,15;0,01;0,44;0,56;0,15;0,55;54255,00;52819,00;0,08;0,16;0,04;0,00;0,13;0,13;0,15;0,81;0,12;0,56;56122,00;55111,00;2572,00;0,09;0,93;0,01;0,05;0,44;0,03;3,60;0,08;8,60;0,09;0,05;20380,00;20081,00;1363,00;0,38;10,60;0,06;0,18;0,03;42411,00;34949,00;35498,00;2044,00;0,92;0,00;0,24;6,00;0,27;0,02;6,60;0,46;0,54;6,00;0,01;0,08;0,16;0,62;0,26;0,18;0,02;0,04;0,01;0,02;0,57;0,07;0,01;0,00;0,01;0,02;0,06;0,06;0,26;0,27;0,26;0,09;0,14;0,52;0,14;0,15;0,17;0,03;0,16;0,14;0,04;0,09;0,00;40,00;0,00;0,00;0,00;4,00;3,00;174,00;0,05;0,02;0,89;0,04;0,17;4,59;0,14;0,32;0,01;54,00;0,98;0,32;0,19;0,12;0,11;0,07;0,02;0,00;0,00;27,00;34,00;20,00;0,41;0,28;0,13;0,18;0,17;0,08;0,09;0,11;0,35;0,18;0,18;0,22;0,00;648,00;0,13;0,07;0,06;0,19;0,10;0,09;0,09;0,03;0,00;0,68;0,43;0,25;0,35;0,20;0,15;991,00;692,00;298,00;0,19;1,00
negative;0,00;0,00;0,00;0,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,14;0,84;0,16;0,64;0,11;0,02;0,05;0,05;0,00;0,06;0,65;0,15;0,03;0,02;0,96;0,01;0,00;0,04;0,26;0,29;0,00;0,59;0,12;0,28;0,40;0,14;0,10;0,12;0,34;0,63;0,31;0,26;41129,00;35414,00;0,19;0,09;0,04;0,00;0,14;0,16;0,09;0,67;0,25;0,16;32557,00;26198,00;2600,00;0,38;0,88;0,05;0,03;0,63;0,02;17,20;0,09;9,50;0,03;0,09;13870,00;10752,00;1531,00;0,67;17,20;0,08;0,12;0,07;0,00;24386,00;22730,00;1973,00;0,82;0,00;0,21;7,30;0,26;0,02;5,90;0,35;0,44;6,90;0,03;0,10;0,20;0,40;0,44;0,15;0,03;0,00;0,00;0,00;0,47;0,01;0,05;0,00;0,01;0,01;0,04;0,00;0,17;0,26;0,22;0,01;0,38;0,29;0,36;0,15;0,22;0,14;0,13;0,08;0,00;0,01;1,00;18,00;1,00;0,00;0,00;1,00;1,00;78,00;0,04;0,02;0,74;0,05;0,12;3,40;0,06;0,19;0,01;47,00;0,96;0,48;0,19;0,08;0,05;0,03;0,01;0,01;0,00;20,00;24,00;14,00;0,28;0,30;0,12;0,07;0,20;0,12;0,09;0,13;0,31;0,18;0,14;0,16;0,02;1013,00;0,07;0,04;0,03;0,17;0,09;0,08;0,03;0,02;0,01;0,41;0,21;0,20;0,21;0,12;0,09;2565,00;1718,00;847,00;0,12;0,00
positive;0,00;0,00;1,00;0,00;5041,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,94;0,00;0,00;0,00;1,00;0,05;0,94;0,10;0,02;0,00;122,00;0,07;0,90;0,10;0,90;0,00;0,04;0,02;0,05;0,02;0,02;0,80;0,00;0,02;0,01;0,98;0,00;0,00;0,01;0,26;0,12;0,00;0,79;0,00;0,21;0,40;0,24;0,12;0,02;0,34;0,65;0,05;0,85;96011,00;86298,00;0,08;0,20;0,05;0,03;0,05;0,05;0,00;0,80;0,05;0,81;95273,00;86225,00;7457,00;0,07;0,87;0,00;0,10;0,63;0,02;4,70;0,08;8,20;0,14;0,07;26209,00;26899,00;2681,00;0,26;7,80;0,04;0,28;0,04;68004,00;55935,00;50743,00;5970,00;0,90;0,00;0,23;0,00;0,28;0,00;0,00;0,43;0,50;0,00;0,00;0,00;0,02;0,20;0,73;0,23;0,06;0,06;0,00;0,02;0,50;0,11;0,06;0,00;0,05;0,03;0,07;0,03;0,07;0,28;0,28;0,12;0,36;0,55;0,33;0,22;0,09;0,02;0,08;0,27;0,06;0,11;1,00;49,00;0,00;0,00;0,00;11,00;6,00;210,00;0,14;0,06;0,80;0,04;0,20;4,53;0,14;0,45;0,00;0,00;0,98;0,25;0,12;0,10;0,10;0,16;0,06;0,04;0,02;43,00;54,00;32,00;0,33;0,18;0,08;0,27;0,06;0,02;0,04;0,04;0,67;0,31;0,35;0,29;0,06;810,00;0,18;0,10;0,08;0,96;0,39;0,57;0,10;0,06;0,00;2,42;1,95;0,49;0,47;0,25;0,20;1179,00;769,00;410,00;0,24;0,00
positive;0,00;0,00;0,00;0,00;221,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,06;0,92;0,08;0,90;0,00;0,02;0,03;0,02;0,01;0,01;0,86;0,01;0,01;0,01;0,99;0,00;0,00;0,01;0,21;0,05;0,45;0,84;0,02;0,15;0,40;0,45;0,32;0,02;0,34;0,65;0,31;0,47;50122,00;47318,00;0,04;0,15;0,03;0,01;0,07;0,07;0,07;0,52;0,32;0,43;46441,00;40427,00;2159,00;0,11;0,94;0,01;0,03;0,70;0,10;17,50;0,00;0,00;0,07;0,12;18609,00;16236,00;1006,00;0,03;1,20;0,12;0,17;0,06;37051,00;28218,00;27151,00;1459,00;0,95;0,00;0,18;0,00;0,21;0,01;3,20;0,34;0,41;4,20;0,01;0,02;0,37;0,55;0,42;0,20;0,02;0,01;0,00;0,01;0,42;0,02;0,02;0,01;0,02;0,02;0,04;0,01;0,15;0,21;0,20;0,14;0,30;0,67;0,30;0,28;0,20;0,08;0,20;0,07;0,05;0,10;1,00;47,00;0,00;0,00;0,00;3,00;0,00;203,00;0,06;0,02;0,60;0,04;0,11;2,92;0,05;0,43;0,00;1,00;0,99;0,34;0,22;0,10;0,05;0,06;0,02;0,00;0,00;27,00;33,00;20,00;0,23;0,17;0,10;0,09;0,09;0,05;0,05;0,05;0,68;0,33;0,35;0,23;0,08;688,00;0,12;0,06;0,06;0,79;0,31;0,49;0,06;0,04;0,00;0,95;0,84;0,10;0,28;0,18;0,10;1494,00;1100,00;394,00;0,15;0,00
negative;0,00;0,00;0,00;0,00;10134,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,98;42,00;0,03;0,97;0,03;0,96;0,01;0,04;0,01;0,01;0,03;0,08;0,86;0,01;0,02;0,01;0,98;0,00;0,01;0,01;0,27;0,00;0,96;0,99;0,00;0,00;0,40;0,23;0,17;0,02;0,50;0,49;0,08;0,83;87141,00;80950,00;0,00;0,13;0,02;0,01;0,03;0,03;0,03;0,92;0,05;0,84;87947,00;80942,00;5533,00;0,03;0,91;0,00;0,08;0,49;0,04;2,40;0,00;1,10;0,07;0,03;21266,00;20225,00;1877,00;0,07;1,60;0,02;0,22;0,02;64942,00;61244,00;56887,00;4159,00;0,92;0,00;0,24;0,00;0,26;0,01;2,60;0,42;0,47;2,90;0,07;0,18;0,35;0,85;0,03;0,18;0,07;0,02;0,00;0,02;0,48;0,06;0,01;0,01;0,03;0,01;0,11;0,03;0,23;0,26;0,24;0,12;0,28;0,55;0,28;0,23;0,10;0,01;0,11;0,13;0,05;0,09;0,00;48,00;0,00;1,00;0,00;11,00;4,00;206,00;0,12;0,06;0,87;0,03;0,24;5,35;0,08;0,42;0,00;11,00;0,98;0,27;0,13;0,08;0,09;0,14;0,09;0,04;0,00;42,00;59,00;22,00;0,38;0,21;0,10;0,34;0,10;0,03;0,08;0,07;0,51;0,27;0,24;0,33;0,00;646,00;0,19;0,11;0,08;0,30;0,18;0,10;0,10;0,07;0,00;1,19;0,73;0,47;0,47;0,30;0,16;1370,00;1051,00;319,00;0,23;1,00
negative;0,00;0,00;1,00;0,00;773,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;0,10;0,88;0,10;0,85;0,02;0,03;0,04;0,02;0,00;0,01;0,84;0,01;0,02;0,01;0,98;0,01;0,01;0,02;0,22;0,13;0,03;0,54;0,10;0,36;0,30;0,22;0,16;0,00;0,39;0,61;0,25;0,38;51011,00;38088,00;0,17;0,16;0,04;0,00;0,08;0,10;0,04;0,71;0,31;0,31;44959,00;34473,00;3443,00;0,19;0,94;0,00;0,06;0,51;0,04;12,50;0,12;12,40;0,08;0,07;18451,00;14998,00;1566,00;0,46;13,60;0,13;0,13;0,06;30766,00;29414,00;22967,00;2642,00;0,92;0,00;0,22;4,90;0,23;0,01;4,50;0,40;0,47;5,60;0,02;0,04;0,17;0,55;0,39;0,16;0,01;0,01;0,01;0,01;0,49;0,01;0,04;0,00;0,03;0,02;0,03;0,00;0,18;0,23;0,21;0,08;0,11;0,61;0,12;0,18;0,24;0,11;0,17;0,10;0,06;0,09;0,00;37,00;0,00;0,00;0,00;3,00;2,00;162,00;0,05;0,04;0,72;0,03;0,11;3,27;0,08;0,36;0,00;0,00;0,99;0,39;0,19;0,08;0,05;0,08;0,03;0,01;0,00;29,00;36,00;20,00;0,30;0,27;0,11;0,14;0,12;0,07;0,05;0,07;0,57;0,28;0,28;0,20;0,08;490,00;0,18;0,11;0,07;1,30;0,84;0,45;0,08;0,05;0,01;1,98;1,59;0,40;0,30;0,18;0,12;906,00;567,00;338,00;0,15;1,00
negative;0,00;0,00;1,00;0,00;175,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,99;40,00;0,12;0,86;0,16;0,76;0,06;0,04;0,08;0,04;0,07;0,08;0,56;0,02;0,04;0,03;0,97;0,01;0,02;0,05;0,29;0,29;0,12;0,61;0,07;0,32;0,50;0,11;0,07;0,01;0,23;0,77;0,12;0,41;45919,00;45835,00;0,14;0,10;0,04;0,00;0,12;0,14;0,10;0,71;0,12;0,44;51901,00;45039,00;3620,00;0,15;0,75;0,00;0,23;0,40;0,03;9,80;0,20;18,90;0,05;0,09;16699,00;14119,00;1381,00;0,84;20,30;0,15;0,16;0,07;27439,00;26841,00;22966,00;1940,00;0,93;0,00;0,27;9,40;0,33;0,02;6,20;0,45;0,55;10,50;0,00;0,01;0,12;0,35;0,59;0,15;0,04;0,01;0,00;0,01;0,61;0,03;0,01;0,00;0,02;0,00;0,03;0,00;0,06;0,33;0,29;0,01;0,21;0,24;0,21;0,04;0,29;0,10;0,14;0,05;0,07;0,10;0,00;33,00;0,00;0,00;0,00;2,00;2,00;143,00;0,06;0,01;0,80;0,06;0,14;4,02;0,10;0,22;0,00;0,00;0,97;0,41;0,18;0,13;0,04;0,04;0,00;0,00;0,00;26,00;28,00;23,00;0,30;0,28;0,13;0,08;0,20;0,11;0,09;0,08;0,37;0,19;0,18;0,18;0,03;1470,00;0,06;0,04;0,03;0,18;0,10;0,09;0,04;0,01;0,00;1,63;1,19;0,44;0,27;0,15;0,11;685,00;444,00;241,00;0,14;1,00
